Item_ID,Leg_Armor_Rating,Body_Armor_Rating,Arm_Armor_Rating,Head_Armor_Rating,Armor_Rating,Total_Armor_Rating,Material,Merchandise
376,23,52,16,0,0,91,Plate,Yes
377,10,39,7,0,0,56,Plate,Yes
378,6,11,2,0,0,19,Leather,Yes
379,2,5,1,0,0,8,Cloth,Yes
380,2,4,2,0,0,8,Leather,Yes
381,6,22,6,0,0,34,Leather,Yes
382,3,11,3,0,0,17,Leather,Yes
383,4,22,4,0,0,30,Plate,Yes
384,4,8,2,0,0,14,Cloth,Yes
385,6,16,6,0,0,28,Leather,Yes
386,6,36,7,0,0,49,Cloth,Yes
387,9,18,6,0,0,33,Leather,Yes
388,14,30,12,0,0,56,Chainmail,Yes
389,5,10,3,0,0,18,Leather,Yes
390,7,12,2,0,0,21,Leather,Yes
391,18,34,15,0,0,67,Chainmail,Yes
392,0,48,14,0,0,62,Plate,Yes
393,8,16,6,0,0,30,Cloth,Yes
394,7,15,7,0,0,29,Cloth,Yes
395,1,2,1,0,0,4,Cloth,Yes
396,6,12,2,0,0,20,Leather,Yes
397,2,4,2,0,0,8,Cloth,Yes
398,7,14,2,0,0,23,Cloth,Yes
399,2,2,1,0,0,5,Cloth,Yes
400,1,2,1,0,0,4,Cloth,Yes
401,1,2,1,0,0,4,Cloth,Yes
402,18,53,10,0,0,81,Chainmail,Yes
403,3,6,3,0,0,12,Leather,Yes
404,4,7,2,0,0,13,Cloth,Yes
405,4,8,4,0,0,16,Cloth,Yes
406,7,33,6,0,0,46,Plate,Yes
407,23,47,14,0,0,84,Plate,Yes
408,3,6,3,0,0,12,Leather,Yes
409,3,4,2,0,0,9,Cloth,Yes
410,13,25,11,0,0,49,Chainmail,Yes
411,6,36,7,0,0,49,Plate,Yes
412,25,51,16,0,0,92,Plate,Yes
413,16,51,16,0,0,83,Chainmail,Yes
414,4,8,4,0,0,16,Leather,Yes
415,2,4,1,0,0,7,Cloth,Yes
416,14,36,14,0,0,64,Plate,Yes
417,7,15,2,0,0,24,Leather,Yes
418,6,12,0,0,0,18,Cloth,Yes
419,4,12,0,0,0,16,Cloth,Yes
420,18,36,8,0,0,62,Plate,Yes
421,19,39,8,0,0,66,Plate,Yes
422,7,14,2,0,0,23,Cloth,Yes
423,7,16,7,0,0,30,Cloth,Yes
424,4,14,3,0,0,21,Leather,Yes
425,8,16,4,0,0,28,Leather,Yes
426,2,15,7,0,0,24,Cloth,Yes
427,7,14,3,0,0,24,Cloth,Yes
428,3,6,3,0,0,12,Cloth,Yes
429,1,2,1,0,0,4,Cloth,Yes
430,2,3,1,0,0,6,Cloth,Yes
431,8,32,8,0,0,48,Chainmail,Yes
432,2,6,2,0,0,10,Cloth,Yes
433,12,34,12,0,0,58,Chainmail,Yes
434,8,24,2,0,0,34,Plate,Yes
435,5,16,2,0,0,23,Leather,Yes
436,5,16,2,0,0,23,Leather,Yes
437,3,7,2,0,0,12,Cloth,Yes
438,1,3,1,0,0,5,Cloth,Yes
439,1,2,1,0,0,4,Cloth,Yes
440,2,13,3,0,0,18,Leather,Yes
441,12,25,12,0,0,49,Chainmail,Yes
442,12,25,12,0,0,49,Chainmail,Yes
443,19,38,19,0,0,76,Plate,Yes
444,5,14,3,0,0,22,Leather,Yes
445,10,36,8,0,0,54,Chainmail,Yes
446,16,32,14,0,0,62,Plate,Yes
447,2,5,1,0,0,8,Cloth,Yes
448,7,14,3,0,0,24,Cloth,Yes
449,7,31,0,0,0,38,Plate,Yes
450,1,3,1,0,0,5,Cloth,Yes
451,18,37,16,0,0,71,Plate,Yes
452,2,5,1,0,0,8,Cloth,Yes
453,6,16,3,0,0,25,Cloth,Yes
454,6,14,2,0,0,22,Cloth,Yes
455,0,4,0,0,0,4,Cloth,Yes
456,3,6,3,0,0,12,Cloth,Yes
457,1,2,1,0,0,4,Cloth,Yes
458,1,2,1,0,0,4,Cloth,Yes
459,2,5,1,0,0,8,Cloth,Yes
460,2,5,2,0,0,9,Cloth,Yes
461,2,7,1,0,0,10,Cloth,Yes
462,1,2,1,0,0,4,Cloth,Yes
463,5,12,2,0,0,19,Leather,Yes
464,9,18,2,0,0,29,Cloth,Yes
465,7,15,2,0,0,24,Cloth,Yes
466,5,11,0,0,0,16,Leather,Yes
467,4,12,3,0,0,19,Leather,Yes
468,13,25,13,0,0,51,Chainmail,Yes
469,13,27,13,0,0,53,Chainmail,Yes
470,16,34,18,0,0,68,Chainmail,Yes
471,16,31,16,0,0,63,Chainmail,Yes
472,6,31,6,0,0,43,Chainmail,Yes
473,6,31,16,0,0,53,Chainmail,Yes
474,16,31,6,0,0,53,Chainmail,Yes
475,16,34,6,0,0,56,Chainmail,Yes
476,2,4,2,0,0,8,Cloth,Yes
477,10,20,6,0,0,36,Leather,Yes
478,14,36,14,0,0,64,Chainmail,Yes
479,5,12,3,0,0,20,Leather,Yes
480,2,6,1,0,0,9,Cloth,Yes
481,5,11,3,0,0,19,Leather,Yes
482,7,14,6,0,0,27,Leather,Yes
483,5,10,2,0,0,17,Leather,Yes
484,7,14,7,0,0,28,Leather,Yes
485,3,8,0,0,0,11,Leather,Yes
486,2,5,2,0,0,9,Cloth,Yes
487,2,4,2,0,0,8,Cloth,Yes
488,2,6,2,0,0,10,Cloth,Yes
489,9,4,0,0,0,13,Cloth,Yes
490,2,6,3,0,0,11,Cloth,Yes
491,2,6,2,0,0,10,Cloth,Yes
492,1,3,0,0,0,4,Cloth,Yes
493,2,4,2,0,0,8,Cloth,Yes
494,8,34,2,0,0,44,Leather,Yes
495,3,5,2,0,0,10,Cloth,Yes
496,1,4,1,0,0,6,Cloth,Yes
497,3,8,4,0,0,15,Cloth,Yes
498,2,6,1,0,0,9,Cloth,Yes
499,1,1,0,0,0,2,Leather,Yes
500,4,8,6,0,0,18,Leather,Yes
501,4,9,2,0,0,15,Leather,Yes
502,3,6,2,0,0,11,Cloth,Yes
503,2,5,2,0,0,9,Cloth,Yes
504,3,6,2,0,0,11,Cloth,Yes
505,4,10,2,0,0,16,Leather,Yes
506,1,2,1,0,0,4,Cloth,Yes
507,2,4,2,0,0,8,Cloth,Yes
508,12,34,12,0,0,58,Chainmail,Yes
509,5,2,1,0,0,8,Cloth,Yes
510,4,9,2,0,0,15,Cloth,Yes
511,2,4,2,0,0,8,Cloth,Yes
512,6,14,4,0,0,24,Leather,Yes
513,5,11,3,0,0,19,Leather,Yes
514,0,0,0,4,0,4,Plate,No
515,0,0,0,5,0,5,Leather,Yes
516,0,0,0,47,0,47,Plate,No
517,0,0,0,24,0,24,Leather,Yes
518,0,0,0,42,0,42,Plate,No
519,0,0,0,43,0,43,Plate,No
520,0,0,0,38,0,38,Plate,No
521,0,0,0,36,0,36,Plate,No
522,0,0,0,39,0,39,Plate,No
523,0,0,0,37,0,37,Plate,No
524,0,0,0,31,0,31,Plate,Yes
525,0,0,0,38,0,38,Plate,Yes
526,0,0,0,20,0,20,Leather,Yes
527,0,0,0,6,0,6,Cloth,Yes
528,0,0,0,19,0,19,Plate,Yes
529,0,0,0,20,0,20,Plate,Yes
530,0,0,0,29,0,29,Plate,Yes
531,0,0,0,20,0,20,Plate,Yes
532,0,0,0,54,0,54,Plate,Yes
533,0,0,0,6,0,6,Cloth,Yes
534,0,0,0,51,0,51,Chainmail,Yes
535,0,0,0,45,0,45,Plate,Yes
536,0,0,0,51,0,51,Chainmail,Yes
537,0,0,0,52,0,52,Chainmail,Yes
538,0,0,0,53,0,53,Plate,Yes
539,0,0,0,2,0,2,Cloth,Yes
540,0,0,0,6,0,6,Cloth,Yes
541,0,0,0,6,0,6,Cloth,Yes
542,0,0,0,2,0,2,Cloth,Yes
543,0,0,0,5,0,5,Cloth,Yes
544,0,0,0,5,0,5,Cloth,Yes
545,0,0,0,46,0,46,Plate,No
546,0,0,0,48,0,48,Plate,No
547,0,0,0,35,0,35,Plate,Yes
548,0,0,0,6,0,6,Cloth,Yes
549,0,0,0,6,0,6,Cloth,Yes
550,0,0,0,3,0,3,Cloth,Yes
551,0,0,0,46,0,46,Chainmail,Yes
552,0,0,0,26,0,26,Plate,Yes
553,0,0,0,42,0,42,Plate,Yes
554,0,0,0,36,0,36,Plate,Yes
555,0,0,0,42,0,42,Plate,Yes
556,0,0,0,2,0,2,Cloth,Yes
557,0,0,0,1,0,1,Cloth,Yes
558,0,0,0,3,0,3,Cloth,Yes
559,0,0,0,35,0,35,Plate,Yes
560,0,0,0,37,0,37,Plate,Yes
561,0,0,0,38,0,38,Plate,Yes
562,0,0,0,36,0,36,Plate,Yes
563,0,0,0,46,0,46,Plate,Yes
564,0,0,0,46,0,46,Plate,Yes
565,0,0,0,45,0,45,Plate,Yes
566,0,0,0,50,0,50,Plate,Yes
567,0,0,0,47,0,47,Plate,Yes
568,0,0,0,48,0,48,Plate,Yes
569,0,0,0,9,0,9,Leather,Yes
570,0,0,0,7,0,7,Leather,Yes
571,0,0,0,8,0,8,Leather,Yes
572,0,0,0,45,0,45,Plate,Yes
573,0,0,0,52,0,52,Chainmail,Yes
574,0,0,0,46,0,46,Plate,Yes
575,0,0,0,50,0,50,Plate,Yes
576,0,0,0,5,0,5,Plate,No
577,0,0,0,1,0,1,Cloth,Yes
578,0,0,0,4,0,4,Cloth,Yes
579,0,0,0,46,0,46,Plate,Yes
580,0,0,0,51,0,51,Chainmail,Yes
581,0,0,0,46,0,46,Plate,Yes
582,0,0,0,48,0,48,Plate,Yes
583,0,0,0,51,0,51,Plate,Yes
584,0,0,0,48,0,48,Plate,Yes
585,0,0,0,25,0,25,Plate,Yes
586,0,0,0,26,0,26,Plate,Yes
587,0,0,0,20,0,20,Plate,Yes
588,0,0,0,8,0,8,Plate,Yes
589,0,0,0,8,0,8,Plate,No
590,0,0,0,50,0,50,Plate,No
591,0,0,0,3,0,3,Cloth,Yes
592,0,0,0,7,0,7,Plate,No
593,0,0,0,6,0,6,Plate,No
594,0,0,0,47,0,47,Plate,Yes
595,0,0,0,48,0,48,Plate,No
596,0,0,0,33,0,33,Plate,Yes
597,0,0,0,46,0,46,Plate,Yes
598,0,0,0,48,0,48,Plate,Yes
599,0,0,0,43,0,43,Plate,Yes
600,0,0,0,48,0,48,Plate,Yes
601,0,0,0,46,0,46,Plate,Yes
602,0,0,0,30,0,30,Plate,Yes
603,0,0,0,36,0,36,Plate,Yes
604,0,0,0,33,0,33,Plate,Yes
605,0,0,0,34,0,34,Plate,No
606,0,0,0,41,0,41,Plate,No
607,0,0,0,45,0,45,Plate,No
608,0,0,0,4,0,4,Cloth,Yes
609,0,0,0,4,0,4,Cloth,Yes
610,0,0,0,42,0,42,Chainmail,Yes
611,0,0,0,34,0,34,Plate,Yes
612,0,0,0,36,0,36,Plate,Yes
613,0,0,0,32,0,32,Plate,Yes
614,0,0,0,35,0,35,Plate,Yes
615,0,0,0,40,0,40,Plate,Yes
616,0,0,0,33,0,33,Plate,Yes
617,0,0,0,33,0,33,Plate,Yes
618,0,0,0,36,0,36,Plate,Yes
619,0,0,0,33,0,33,Plate,Yes
620,0,0,0,36,0,36,Plate,Yes
621,0,0,0,33,0,33,Plate,Yes
622,0,0,0,38,0,38,Plate,Yes
623,0,0,0,34,0,34,Plate,Yes
624,0,0,0,36,0,36,Plate,No
625,0,0,0,44,0,44,Plate,Yes
626,0,0,0,6,0,6,Cloth,Yes
627,0,0,0,14,0,14,Cloth,Yes
628,0,0,0,8,0,8,Leather,Yes
629,0,0,0,9,0,9,Cloth,Yes
630,0,0,0,6,0,6,Leather,Yes
631,0,0,0,8,0,8,Leather,Yes
632,0,0,0,10,0,10,Leather,Yes
633,0,0,0,22,0,22,Leather,Yes
634,0,0,0,12,0,12,Leather,Yes
635,0,0,0,36,0,36,Plate,Yes
636,0,0,0,22,0,22,Plate,Yes
637,0,0,0,14,0,14,Cloth,Yes
638,0,0,0,3,0,3,Cloth,Yes
639,0,0,0,47,0,47,Plate,Yes
640,0,0,0,46,0,46,Plate,Yes
641,0,0,0,3,0,3,Cloth,Yes
642,0,0,0,42,0,42,Plate,Yes
643,0,0,0,19,0,19,Chainmail,Yes
644,0,0,0,18,0,18,Chainmail,Yes
645,0,0,0,49,0,49,Plate,Yes
646,0,0,0,45,0,45,Plate,Yes
647,0,0,0,1,0,1,Leather,Yes
648,0,0,0,28,0,28,Plate,Yes
649,0,0,0,36,0,36,Plate,Yes
650,0,0,0,22,0,22,Plate,Yes
651,0,0,0,25,0,25,Plate,Yes
652,0,0,0,26,0,26,Plate,Yes
653,0,0,0,32,0,32,Plate,Yes
654,0,0,0,36,0,36,Plate,Yes
655,0,0,0,38,0,38,Plate,Yes
656,0,0,0,29,0,29,Plate,Yes
657,0,0,0,36,0,36,Plate,Yes
658,0,0,0,37,0,37,Plate,Yes
659,0,0,0,39,0,39,Plate,Yes
660,0,0,0,23,0,23,Plate,Yes
661,0,0,0,33,0,33,Plate,Yes
662,0,0,0,45,0,45,Plate,No
663,0,0,0,48,0,48,Plate,Yes
664,0,0,0,46,0,46,Plate,Yes
665,0,0,0,4,0,4,Cloth,Yes
666,0,0,0,7,0,7,Leather,Yes
667,0,0,0,31,0,31,Plate,Yes
668,0,0,0,12,0,12,Cloth,Yes
669,0,0,0,51,0,51,Chainmail,Yes
670,0,0,0,6,0,6,Cloth,Yes
671,0,0,0,20,0,20,Chainmail,Yes
672,0,0,0,18,0,18,Chainmail,Yes
673,0,0,0,14,0,14,Cloth,Yes
674,0,0,0,44,0,44,Plate,No
675,0,0,0,22,0,22,Plate,No
676,0,0,0,11,0,11,Cloth,Yes
677,0,0,0,18,0,18,Cloth,Yes
678,0,0,0,14,0,14,Cloth,Yes
679,0,0,0,11,0,11,Plate,Yes
680,0,0,0,46,0,46,Plate,Yes
681,0,0,0,13,0,13,Leather,Yes
682,0,0,0,37,0,37,Plate,Yes
683,0,0,0,40,0,40,Plate,Yes
684,0,0,0,42,0,42,Plate,Yes
685,0,0,0,36,0,36,Plate,Yes
686,0,0,0,1,0,1,Cloth,Yes
687,0,0,0,3,0,3,Cloth,Yes
688,0,0,0,30,0,30,Plate,Yes
689,0,0,0,52,0,52,Plate,Yes
690,0,0,0,53,0,53,Plate,Yes
691,0,0,0,49,0,49,Plate,Yes
692,0,0,0,24,0,24,Plate,Yes
693,0,0,0,47,0,47,Plate,Yes
694,0,0,0,36,0,36,Plate,Yes
695,0,0,0,48,0,48,Plate,Yes
696,0,0,0,32,0,32,Plate,Yes
697,0,0,0,30,0,30,Plate,Yes
698,0,0,0,32,0,32,Plate,Yes
699,0,0,0,32,0,32,Plate,Yes
700,0,0,0,37,0,37,Plate,Yes
701,0,0,0,35,0,35,Plate,Yes
702,0,0,0,52,0,52,Chainmail,Yes
703,0,0,0,40,0,40,Plate,Yes
704,0,0,0,41,0,41,Plate,Yes
705,0,0,0,46,0,46,Plate,Yes
706,0,0,0,50,0,50,Plate,Yes
707,0,0,0,12,0,12,Plate,Yes
708,0,0,0,7,0,7,Cloth,Yes
709,0,0,0,26,0,26,Plate,Yes
710,0,0,0,6,0,6,Cloth,Yes
711,0,0,0,36,0,36,Plate,Yes
712,0,0,0,28,0,28,Plate,Yes
713,0,0,0,26,0,26,Plate,Yes
714,0,0,0,30,0,30,Plate,Yes
715,0,0,0,34,0,34,Plate,Yes
716,0,0,0,42,0,42,Plate,Yes
717,0,0,0,31,0,31,Plate,Yes
718,0,0,0,51,0,51,Plate,Yes
719,0,0,0,1,0,1,Cloth,Yes
720,0,0,0,3,0,3,Cloth,Yes
721,0,0,0,50,0,50,Plate,Yes
722,0,0,0,24,0,24,Plate,Yes
723,0,0,0,26,0,26,Plate,Yes
724,0,0,0,28,0,28,Plate,Yes
725,0,0,0,28,0,28,Plate,Yes
726,0,0,0,17,0,17,Plate,Yes
727,0,0,0,42,0,42,Plate,Yes
728,0,0,0,28,0,28,Plate,Yes
729,0,0,0,29,0,29,Plate,Yes
730,0,0,0,40,0,40,Plate,Yes
731,0,0,0,42,0,42,Plate,Yes
732,0,0,0,20,0,20,Plate,Yes
733,0,0,0,18,0,18,Plate,Yes
734,0,0,0,48,0,48,Plate,Yes
735,0,0,0,23,0,23,Plate,Yes
736,0,0,0,51,0,51,Plate,Yes
737,0,0,0,22,0,22,Plate,Yes
738,0,0,0,27,0,27,Plate,Yes
739,0,0,0,39,0,39,Plate,Yes
740,0,0,0,18,0,18,Plate,Yes
741,0,0,0,32,0,32,Plate,Yes
742,0,0,0,22,0,22,Plate,Yes
743,0,0,0,35,0,35,Plate,Yes
744,0,0,0,38,0,38,Plate,Yes
745,0,0,0,12,0,12,Leather,Yes
746,0,0,0,9,0,9,Leather,Yes
747,0,0,0,5,0,5,Cloth,Yes
748,0,0,0,7,0,7,Cloth,Yes
749,0,0,0,7,0,7,Cloth,Yes
750,0,0,0,4,0,4,Cloth,Yes
751,0,0,0,40,0,40,Plate,No
752,0,0,0,10,0,10,Leather,Yes
753,0,0,0,46,0,46,Plate,Yes
754,0,0,0,52,0,52,Plate,Yes
755,0,0,0,46,0,46,Plate,Yes
756,0,0,0,48,0,48,Plate,Yes
757,0,0,0,53,0,53,Plate,Yes
758,0,0,0,54,0,54,Chainmail,Yes
759,0,0,0,48,0,48,Plate,Yes
760,0,0,0,47,0,47,Plate,Yes
761,0,0,0,46,0,46,Plate,Yes
762,0,0,0,51,0,51,Plate,Yes
763,0,0,0,16,0,16,Leather,Yes
764,0,0,0,6,0,6,Cloth,Yes
765,0,0,0,6,0,6,Cloth,Yes
766,0,0,0,5,0,5,Cloth,Yes
767,0,0,0,46,0,46,Chainmail,Yes
768,0,0,0,12,0,12,Cloth,Yes
769,0,12,0,0,0,12,Leather,Yes
770,0,9,3,0,0,12,Leather,Yes
771,0,8,1,0,0,9,Leather,Yes
772,0,1,5,0,0,6,Plate,Yes
773,0,5,11,0,0,16,Plate,Yes
774,0,1,9,0,0,10,Plate,Yes
775,0,5,9,0,0,14,Plate,Yes
776,0,2,10,0,0,12,Plate,Yes
777,0,1,8,0,0,9,Plate,Yes
778,0,5,11,0,0,16,Plate,Yes
779,0,14,7,0,0,21,Plate,Yes
780,0,9,8,0,0,17,Plate,Yes
781,0,7,7,0,0,14,Leather,Yes
782,0,7,4,0,0,11,Leather,Yes
783,0,2,1,0,0,3,Cloth,Yes
784,0,1,8,0,0,9,Leather,Yes
785,0,4,2,0,0,6,Leather,Yes
786,0,4,7,0,0,11,Leather,Yes
787,0,9,9,0,0,18,Plate,Yes
788,0,2,7,0,0,9,Leather,Yes
789,0,6,7,0,0,13,Leather,Yes
790,0,14,9,0,0,23,Chainmail,Yes
791,0,15,9,0,0,24,Plate,Yes
792,0,12,9,0,0,21,Leather,Yes
793,0,9,12,0,0,21,Plate,Yes
794,0,4,7,0,0,11,Plate,Yes
795,0,2,12,0,0,14,Plate,Yes
796,0,2,2,0,0,4,Cloth,Yes
797,0,5,1,0,0,6,Leather,Yes
798,0,13,6,0,0,19,Leather,Yes
799,0,3,1,0,0,4,Cloth,Yes
800,0,3,2,0,0,5,Cloth,Yes
801,0,7,12,0,0,19,Plate,Yes
802,0,3,1,0,0,4,Cloth,Yes
803,0,10,14,0,0,24,Plate,Yes
804,0,3,1,0,0,4,Cloth,Yes
805,0,2,11,0,0,13,Plate,Yes
806,0,6,12,0,0,18,Plate,Yes
807,0,1,8,0,0,9,Plate,Yes
808,0,5,1,0,0,6,Plate,Yes
809,0,12,12,0,0,24,Plate,Yes
810,0,14,7,0,0,21,Leather,Yes
811,0,6,6,0,0,12,Leather,Yes
812,0,4,2,0,0,6,Leather,Yes
813,0,7,9,0,0,16,Plate,Yes
814,0,6,4,0,0,10,Leather,Yes
815,0,6,11,0,0,17,Plate,Yes
816,0,5,4,0,0,9,Plate,Yes
817,0,5,2,0,0,7,Leather,Yes
818,0,16,8,0,0,24,Plate,Yes
819,0,9,5,0,0,14,Chainmail,Yes
820,0,7,1,0,0,8,Chainmail,Yes
821,0,8,3,0,0,11,Chainmail,Yes
822,0,8,11,0,0,19,Plate,Yes
823,0,10,12,0,0,22,Plate,Yes
824,0,11,12,0,0,23,Plate,Yes
825,0,9,4,0,0,13,Cloth,Yes
826,0,4,11,0,0,15,Plate,Yes
827,0,1,10,0,0,11,Plate,Yes
828,0,13,9,0,0,22,Plate,Yes
829,0,7,4,0,0,11,Leather,Yes
830,0,1,11,0,0,12,Plate,Yes
831,0,2,8,0,0,10,Leather,Yes
832,0,9,4,0,0,13,Chainmail,Yes
833,0,13,12,0,0,25,Plate,Yes
834,0,15,12,0,0,27,Plate,Yes
835,0,14,10,0,0,24,Plate,Yes
836,0,8,0,0,0,8,Leather,Yes
837,0,9,6,0,0,15,Leather,Yes
838,0,1,7,0,0,8,Leather,Yes
839,0,7,4,0,0,11,Leather,Yes
840,0,9,5,0,0,14,Leather,Yes
841,0,2,8,0,0,10,Plate,Yes
842,0,15,7,0,0,22,Plate,Yes
843,0,16,8,0,0,24,Plate,Yes
844,0,3,0,0,0,3,Cloth,Yes
845,0,2,0,0,0,2,Cloth,Yes
846,0,2,0,0,0,2,Cloth,Yes
847,0,1,8,0,0,9,Leather,Yes
848,0,2,0,0,0,2,Cloth,Yes
849,0,1,4,0,0,5,Leather,Yes
850,0,2,1,0,0,3,Cloth,Yes
851,0,2,0,0,0,2,Cloth,Yes
852,0,3,6,0,0,9,Leather,Yes
853,0,3,0,0,0,3,Cloth,Yes
854,0,6,3,0,0,9,Leather,Yes
855,0,5,2,0,0,7,Leather,Yes
856,0,5,3,0,0,8,Leather,Yes
857,0,2,6,0,0,8,Leather,Yes
858,0,3,1,0,0,4,Cloth,Yes
859,0,0,3,0,0,3,Cloth,Yes
860,0,0,22,0,0,22,Plate,Yes
861,0,0,4,0,0,4,Leather,Yes
862,0,0,20,0,0,20,Plate,Yes
863,0,0,18,0,0,18,Leather,Yes
864,0,0,8,0,0,8,Leather,Yes
865,0,0,7,0,0,7,Cloth,Yes
866,0,0,9,0,0,9,Cloth,Yes
867,0,0,24,0,0,24,Chainmail,Yes
868,0,0,23,0,0,23,Plate,Yes
869,0,0,23,0,0,23,Plate,Yes
870,0,0,4,0,0,4,Leather,Yes
871,0,0,12,0,0,12,Leather,Yes
872,0,0,18,0,0,18,Cloth,Yes
873,0,0,20,0,0,20,Chainmail,Yes
874,0,0,9,0,0,9,Cloth,Yes
875,0,0,7,0,0,7,Cloth,Yes
876,0,0,18,0,0,18,Plate,Yes
877,0,0,24,0,0,24,Plate,Yes
878,0,0,22,0,0,22,Plate,Yes
879,0,0,3,0,0,3,Cloth,Yes
880,0,0,23,0,0,23,Chainmail,Yes
881,0,0,18,0,0,18,Cloth,Yes
882,0,0,9,0,0,9,Cloth,Yes
883,0,0,3,0,0,3,Leather,Yes
884,0,0,25,0,0,25,Plate,Yes
885,0,0,20,0,0,20,Plate,Yes
